District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupation,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_being_addressed_?,_1a_What_is_your_biggest_problem_?,If__other__what_is_your_biggest_problem_?,_1b_What_is_your_second_biggest_prpblem_?,If__other__what_is_your_second_biggest_problem_?,_1c_What_is_your_third_biggest_problem_?,If__other__what_is_your_third_biggest_problem_?,_2_Are_you_satisfied_with_what_the_government_is_doing_for_you_after_the_earthquake_?,_2a_What_is_the_first_reason_you_not_satisfied_with_government?,If_other_top_reasons,_2b_What_is_the_second_reason_you_are_not_satisfied_with_government?,If_other_second_reason,_3_Do_ you_have_the_information_you_need_to_get_relief_and_support? ,_3a_What_is_the_top_thing_that_you_need_information_about?,If_other_top_need_information,_3b_What_is_the_second_most_important_thing_that_you_need_information_about?,If_other_second_need_information,_4_Are_you_satisfied_with_what_NGOs_are_doing_for_you_after_the_earthquake? ,_4a_What_is_the_first_reason_you_not_satisfied_with_NGO_support?,If_other_top_reason_for_unsatisfaction_with_NGOs,_4b_What_is_the_second_reason_you_are_not_satisfied_with_NGOs?,If_other_second_reason_for _unsatisfaction_with_NGO,_5_Are_you_Prepared_for_winter?,_5a_Whati_is_the_main_reason_you_feel_you_are_not_prepared?,If_other_why_not_prepared?,_6_Do_you_have_problems_related_to_children_in_you_household_or_family_in_the_post-earthquake_period? ,_6a_What_is_the_main_problem_for_the_children?,If_other_What_is_the_main_problem_for_the_children?,_6b_What_is_the_second_top_problem_for_the_children?,If_other_What_is_the_second_top_problem_for_the_children?,_7_Overall_is_the_post-earthquake_relief_effort_making_progress? ,_8_Do_you_feel_there_has_been_an_increase_in_the_environment_of_tension_or_risk_of_violence_or_harassment_since_the_earthquake?,_8a_Who_has_this_increased_risk_come from?,If_others_Who_has_this_increased_risk_come from?,_9_Do_you_feel_that_the_children_in_your_family_are_in_a_safe_place_while_attending_school? ,_10_Do_you_need_to_rebuild_repair_or_retrofit_your_home_because_of_damage_caused_by_earthquakes?,_10a_Where_do_you_plan_to_get_the_resources_or_funds_to_rebuild/repair /retrofit_your_home?,If_other_where_do_you_plan_t,_10b_What_factors_do_you_base_your_rebuild/repair/ retrofitting_decisions_on?,If_other_what_factors_do_you_base,_11_Do_you_feel_your_community_has_recovered_from_the_earthquake? ,_11a_What_is _the_main_thing_your_community_to_recover?,If_other_What_is _the_main_thing_your_community_to_recover?,_11b_What_is_the_second_main_thing_your_community_recover?,If_other_What_is_the_second_main_thing_your_community_recover?
lalitpur,lalitpur municipality,5,25_39,male,newar,,ngo_worker_business,,no_difficulty,,2___very_little,psychosocial_counseling,,healthcare,,housing_inspections,,2___very_little,relief_distributed_based_on_political_parties,,Relief_distributed_based_on_first_come_first_served,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,2___very_little,relief_distributed_based_on_political_parties,,relief_distributed_based_on_severe_damage,,4___mostly_yes,,,5_not_at_all,,,,,1___not_at_all,,,,4_somewhat_yes,not_very_much,,,,,4___somewhat_yes,,,,
sindhuli,Kamalamai Municipality,1,15_24,male,newar,,ngo_worker_business,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,food,,1___not_at_all,Relief_distributed_based_on_distance_from_road,,Relief_distributed_based_on_first_come_first_served,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_support,,1___not_at_all,was_promised_relief_but_never_received,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,do_not_have_warm_clothing,,1_completely_y,psycho_social_support,,health_care,,1___not_at_all,,,,1__not_at_all,completely_yes,government_grant,,concern_about_another_earthquake_aftershocks,,1___not_at_all,reconstruction_advice_training,,news_on_government_decisions,
makwanpur,Hetauda Submetropolitan City,5,15_24,male,brahmin,,other,Student,no_difficulty,,1___not_at_all,long_term_shelter__housing,,education,,healthcare,,1___not_at_all,Rentens_excluded_from_distribution,,Reconstruction_process_taking_too_long,,2___very_little,news_about_government_decision,,how_to_replace_personal_documentation,,1___not_at_all,was_promised_relief_but_never_received,,reconstruction_process_taking_too_long,,1___not_at_all,not_enough_fuel,,2_somewhat_yes,psycho_social_support,,safety_at_school_(due_to_structure),,1___not_at_all,,,,2_not_very_much,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,livelihood_options_training,,safe_spaces_for_women_children,
nuwakot,belkot,7,15_24,male,brahmin,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,toilets_sanitation,,1___not_at_all,relief_distributed_based_on_caste,,Relief_distributed_based_on_first_come_first_served,,4___mostly_yes,,,,,2___very_little,relief_distributed_based_on_political_parties,,relief_distributed_based_on_distance_from_main_road,,2___very_little,not_enough_blankets,,don_t_know,,,,,4___mostly_yes,,,,4_somewhat_yes,completely_yes,government_loan,,gathering_enough_resources_to_rebuild_entire_house_at_once,,1___not_at_all,safe_spaces_for_women_and_children,,reduce_risk_of_future_disaster,
gorkha,Manbu,1,55,male,gurung,,farmer_laborer,,no_difficulty,,5___completely_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,2___very_little,do_not_trust_ngos,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_keep_snow_out,,5_not_at_all,,,,,2___very_little,,,,2_not_very_much,not_very_much,,,,,2___not_very_much,safe_spaces_for_women_and_children,,livelihood_options_training,
gorkha,Taple,1,40_54,male,newar,,government_ser,,no_difficulty,,5___completely_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,1_completely_y,hunger,,violence_tension_in_the_community,,4___mostly_yes,,,,2_not_very_much,completely_yes,government_loan,,confidence_in_ability_to_rebuild_safely,,4___somewhat_yes,,,,
sindhupalchowk,Makha,5,25_39,male,tamang,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,toilets_sanitation,,3___neutral,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,3___neutral,health_care,,improper_school_winterization,,5___completely_yes,,,,3_neutral,completely_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,livelihood_options_training,
dhading,Jibanpur,9,25_39,male,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,Do_not_trust_goverment,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,5_not_at_all,,,,,2___very_little,,,,1__not_at_all,completely_yes,government_grant,,availability_of_finencial_support,,2___not_very_much,repair_reconstruction_of_community_buildings,,livelihood_options_training,
rasuwa,bhorle,2,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,clean_water,,1___not_at_all,Government_plans_unclear,,Was_promised_relief_but_never_received,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,2___very_little,ngo_plans_unclear,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,2___very_little,,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,1___not_at_all,reconstruction_advice_training,,reduce_risk_of_future_disaster,
lalitpur,lalitpur municipality,5,40_54,female,newar,,other,housewife,no_difficulty,,3___neutral,housing_inspections,,healthcare,,psychosocial_counseling,,2___very_little,Government_plans_unclear,,relief_distributed_based_on_political_parties,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,2___very_little,relief_distributed_based_on_first_come_first_served,,relief_distributed_based_on_political_parties,,5___completely_yes,,,5_not_at_all,,,,,2___very_little,2_somewhat_yes,community_members,,4_somewhat_yes,somewhat_yes,personal_loan_finencial_institution,,confidence_in_ability_to_rebuild_safely,,2___not_very_much,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
okhaldhunga,khiji phalate,8,25_39,female,tamang,,farmer_laborer,,yes__some_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,toilets_sanitation,,1___not_at_all,Was_promised_relief_but_never_received,,Government_does_not_listen_to_my_concerns,,2___very_little,how_to_get_shelter_materials,,how_to_register_for_access_support,,4___mostly_yes,,,,,3___neutral,house/shelter_will_not_protect_against_cold,,3___neutral,improper_school_winterizaton,,not_prepared_for_winter_(clothing_household),,3___neutral,2_somewhat_yes,community_members,,4_somewhat_yes,neutral,government_loan,,availability_of_community_family_to_assist,,1___not_at_all,improved_health_care_access,,financial_support,
nuwakot,madanpur,2,15_24,female,chhetri,,farmer_laborer,,yes__some_difficulty,,1___not_at_all,short_term_shelter__tent_shelt,,long_term_shelter__housing,,toilets_sanitation,,2___very_little,Do_not_trust_goverment,,Can´t_get_to_distribution_sites,,2___very_little,news_about_government_decision,,how_to_get_healthcare_psychological_support,,1___not_at_all,was_promised_relief_but_never_received,,can´t_get_to_distribution_sites,,1___not_at_all,not_enough_blankets,,2_somewhat_yes,safety_at_home(due_to_structure),,hunger,,2___very_little,1_completely_yes,local_government,,1__not_at_all,somewhat_yes,government_grant,,waiting_for_community_to_start_rebuilding,,2___not_very_much,news_on_government_decisions,,reconstruction_advice_training,
makwanpur,Hetauda Submetropolitan City,5,25_39,male,tamang,,skilled_worker,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,1___not_at_all,Don´t_know_where_distribution_sites_are,,Don´t_know_how_to_register_for_relief_services,,2___very_little,news_about_government_decision,,finding_missing_people,,1___not_at_all,was_promised_relief_but_never_received,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,vulnerability_to_trafficking,,1___not_at_all,,,,5_completely_yes,completely_yes,government_grant,,confidence_gov,,2___not_very_much,repair_reconstruction_of_community_buildings,,livelihood_options_training,
gorkha,Manbu,1,25_39,male,brahmin,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,was_promised_relief_but_never_received,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,2___very_little,,,,2_not_very_much,not_very_much,,,,,4___somewhat_yes,,,,
kavrepalanchok,GAIRI BISAUNA DEUPUR,2,40_54,male,brahmin,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,livelihoods,,2___very_little,Was_promised_relief_but_never_received,,Government_does_not_know_what_it_is_doing,,2___very_little,,,finding_missing_people,,2___very_little,was_promised_relief_but_never_received,,ngo_don´t_know_what_they_are_doing,,2___very_little,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,safety_at_home(due_to_structure),,health_care,,2___very_little,,,,4_somewhat_yes,somewhat_yes,government_loan,,waiting_for_community_to_start_rebuilding,,2___not_very_much,improved_acces_to_finencial_services,,proper_functioning_of_local_government,
sindhupalchowk,Makha,5,40_54,male,tamang,,other,business,no_difficulty,,3___neutral,long_term_shelter__housing,,livelihoods,,toilets_sanitation,,2___very_little,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,5___completely_yes,,,,,3___neutral,was_promised_relief_but_never_received,,relief_distributed_based_on_distance_from_main_road,,1___not_at_all,house/shelter_will_not_protect_against_cold,,3___neutral,improper_school_winterizaton,,not_prepared_for_winter_(clothing_household),,4___mostly_yes,,,,3_neutral,completely_yes,government_grant,,confidence_gov,,1___not_at_all,repair_reconstruction_of_community_buildings,,livelihood_options_training,
gorkha,Taple,1,25_39,male,dalit,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,5___completely_yes,,,1_completely_y,safety_at_school(due_to_structure),,health_care,,4___mostly_yes,,,,2_not_very_much,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,4___somewhat_yes,,,,
sindhuli,Kamalamai Municipality,1,40_54,female,newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,housing_inspections,,financial_support,,1___not_at_all,Was_promised_relief_but_never_received,,Government_plan_unclear,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_support,,1___not_at_all,was_promised_relief_but_never_received,,reconstruction_process_taking_too_long,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,not_prepared_for_winter(clothing_and_housing),,improper_school_winterization,,1___not_at_all,1_completely_yes,community_members,,5_completely_yes,completely_yes,government_grant,,concern_about_another_earthquake_aftershocks,,1___not_at_all,reconstruction_advice_training,,repair_reconstruction_of_community_buildings,
dhading,Jibanpur,9,40_54,male,chhetri,,other,not mentioned,yes__some_difficulty,,4___mostly_yes,,,,,,,2___very_little,Government_plans_unclear,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,5_not_at_all,,,,,2___very_little,,,,2_not_very_much,completely_yes,government_grant,,availability_of_finencial_support,,1___not_at_all,repair_reconstruction_of_community_buildings,,reconstruction_advice_training,
nuwakot,bidur,2,25_39,male,janajati,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,4_not_very_muc,,,,,4___mostly_yes,4_not_very_much,,,4_somewhat_yes,not_at_all,,,,,4___somewhat_yes,,,,
okhaldhunga,khiji phalate,8,25_39,male,tamang,,,,no_difficulty,,4___mostly_yes,,,,,,,3___neutral,Was_promised_relief_but_never_received,,not_included_in_distributions,,1___not_at_all,how_to_get_healthcare_psychological_support,,how_to_get_shelter_materials,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,not_prepared_for_winter(clothing_and_housing),,health_care,,4___mostly_yes,,,,3_neutral,somewhat_yes,government_grant,,availability_of_finencial_support,,4___somewhat_yes,,,,
makwanpur,Hetauda Submetropolitan City,5,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,clean_water,,livelihoods,,1___not_at_all,Was_promised_relief_but_never_received,,Relief_distributed_based_on_first_come_first_served,,1___not_at_all,news_about_government_decision,,how_to_replace_personal_documentation,,2___very_little,was_promised_relief_but_never_received,,reconstruction_process_taking_too_long,,1___not_at_all,not_enough_fuel,,3___neutral,safety_at_school(due_to_structure),,improper_school_winterization,,1___not_at_all,,,,4_somewhat_yes,completely_yes,government_grant,,concern_about_another_earthquake_aftershocks,,4___somewhat_yes,,,,
lalitpur,lalitpur municipality,5,40_54,male,newar,,ngo_worker_business,,no_difficulty,,2___very_little,financial_support,,healthcare,,long_term_shelter__housing,,2___very_little,Government_plans_unclear,,Do_not_not_trust_government,,2___very_little,news_about_government_decision,,how_to_register_for_access_support,,2___very_little,ngo_plans_unclear,,relief_distributed_based_on_first_come_first_served,,4___mostly_yes,,,5_not_at_all,,,,,1___not_at_all,,,,4_somewhat_yes,somewhat_yes,personal_loan_finencial_institution,,confidence_in_ability_to_rebuild_safely,,2___not_very_much,repair_reconstruction_of_community_buildings,,reduce_risk_of_future_disaster,
nuwakot,madanpur,2,25_39,female,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,toilets_sanitation,,short_term_shelter__tent_shelt,,psychosocial_counseling,,1___not_at_all,Was_promised_relief_but_never_received,,Do_not_not_trust_government,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,2___very_little,do_not_trust_ngos,,don´t_know_where_distribution_sites_are,,1___not_at_all,house/shelter_will_not_protect_against_cold,,2_somewhat_yes,health_care,,not_prepared_for_winter_(clothing_household),,1___not_at_all,2_somewhat_yes,local_government,,2_not_very_much,completely_yes,government_grant,,waiting_for_demolition_assistance,,1___not_at_all,reconstruction_advice_training,,news_on_government_decisions,
rasuwa,bhorle,2,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,2___very_little,Government_plans_unclear,,Was_promised_relief_but_never_received,,1___not_at_all,news_about_government_decision,,how_to_register_for_access_support,,4___mostly_yes,,,,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,4___mostly_yes,,,,2_not_very_much,somewhat_yes,government_grant,,confidence_gov,,4___somewhat_yes,,,,
sindhupalchowk,sanosiruwari,4,40_54,male,janajati,,farmer_laborer,,yes__some_difficulty,,4___mostly_yes,,,,,,,2___very_little,Relief_distributed_based_on_distance_from_road,,Reconstruction_process_taking_too_long,,4___mostly_yes,,,,,4___mostly_yes,,,,,1___not_at_all,not_enough_blankets,,2_somewhat_yes,improper_school_winterizaton,,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,5_completely_yes,completely_yes,personal_loan_informal,,availability_of_finencial_support,,2___not_very_much,reconstruction_advice_training,,safe_spaces_for_women_children,
gorkha,Taple,1,40_54,male,dalit,,skilled_worker,,no_difficulty,,don_t_know,,,,,,,4___mostly_yes,,,,,don_t_know,,,,,4___mostly_yes,,,,,5___completely_yes,,,don_t_know,,,,,4___mostly_yes,,,,2_not_very_much,completely_yes,government_grant,,waiting_for_community_to_start_rebuilding,,4___somewhat_yes,,,,
sindhuli,Kamalamai Municipality,1,40_54,male,newar,,farmer_laborer,,no_difficulty,,1___not_at_all,short_term_shelter__tent_shelt,,long_term_shelter__housing,,livelihoods,,1___not_at_all,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,1___not_at_all,how_to_get_shelter_materials,,how_to_register_for_access_support,,1___not_at_all,was_promised_relief_but_never_received,,relief_distributed_based_on_political_parties,,1___not_at_all,house/shelter_will_not_protect_against_cold,,1_completely_y,psycho_social_support,,not_prepared_for_winter_(clothing_household),,1___not_at_all,,,,5_completely_yes,completely_yes,government_grant,,gathering_enough_resources_to_rebuild_entire_house_at_once,,1___not_at_all,reconstruction_advice_training,,improved_health_care_access,
kavrepalanchok,GAIRI BISAUNA DEUPUR,2,25_39,female,brahmin,,farmer_laborer,,yes__a_lot_of_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,Was_promised_relief_but_never_received,,Reconstruction_process_taking_too_long,,2___very_little,how_to_get_healthcare_psychological_support,,finding_missing_people,,2___very_little,ngo_don´t_know_what_they_are_doing,,ngo_plan_unclear,,2___very_little,do_not_have_warm_clothing,,2_somewhat_yes,hunger,,not_prepared_for_winter_(clothing_household),,2___very_little,2_somewhat_yes,others,LONG TERM SHELTER,2_not_very_much,somewhat_yes,personal_loan_finencial_institution,,gathering_enough_resources_to_rebuild_entire_house_at_once,,2___not_very_much,improved_access_to_water_sanitation,,improved_health_care_access,
makwanpur,Hetauda Submetropolitan City,15,25_39,male,tamang,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,2___very_little,Was_promised_relief_but_never_received,,Don´t_know_how_to_register_for_relief_services,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,1___not_at_all,renters_excluded_from_distribution,,not_included_in_distributions,,1___not_at_all,not_enough_fuel,,2_somewhat_yes,health_care,,safety_at_home_(due_to_structure),,2___very_little,,,,4_somewhat_yes,completely_yes,government_grant,,confidence_gov,,4___somewhat_yes,,,,
gorkha,Manbu,1,40_54,female,gurung,,farmer_laborer,,yes__some_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,refused,,,,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,was_promised_relief_but_never_received,,ngo_plan_unclear,,1___not_at_all,house/shelter_will_not_protect_against_cold,,5_not_at_all,,,,,2___very_little,2_somewhat_yes,community_members,,2_not_very_much,neutral,government_grant,,confidence_gov,,don_t_know,,,,
