Name_of_interviewer,Agency,Date,Hi__my_name_is_and_I_am_workin,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,For_the_following_questions__I,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,This_is_the_end_of_the_survey_,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes
Namin prajapati,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,1,55_greater,male,Newar,,ngo_worker_bus,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,food,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,1___not_at_all,building_mater,,cash_for_work,,1___not_at_all,first_come__fi,,based_on_caste,,2___very_little,1___not_at_all,1___not_at_all,,,,,,,uuid:51e73fbf-d8d2-403f-b8dd-576b281d09bb,723389,51e73fbf-d8d2-403f-b8dd-576b281d09bb,2015-09-29T07:10:57,251,,-1,,
Namin prajapati,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,2,40_54,male,Chhetri,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,financial_support,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,5___completely_yes,,,,,2___very_little,first_come__fi,,only_if_damage,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:723247c4-003d-451c-bb6d-b9c5b9ed4fa2,723739,723247c4-003d-451c-bb6d-b9c5b9ed4fa2,2015-09-29T08:02:39,393,,-1,,
Namin prajapati,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,2,40_54,male,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,toilets_sanitation,,1___not_at_all,cash_for_work,,housing_inspec,,2___very_little,finding_missing_people,,how_to_register_for_access_sup,,2___very_little,cash_for_work,,building_mater,,1___not_at_all,first_come__fi,,joint_families,,3___neutral,1___not_at_all,1___not_at_all,,,,,,,uuid:3ee5ceeb-d34d-4b9f-a739-fdee29523ea5,724240,3ee5ceeb-d34d-4b9f-a739-fdee29523ea5,2015-09-29T09:27:13,440,,-1,,
Namin prajapati,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,2,25_39,male,Newar,,ngo_worker_bus,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,building_mater,,housing_inspec,,3___neutral,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,housing_inspec,,building_mater,,2___very_little,first_come__fi,,joint_families,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:78e1b5b6-a0d4-4d71-bc68-433e24174511,724280,78e1b5b6-a0d4-4d71-bc68-433e24174511,2015-09-29T09:33:06,460,,-1,,
Namin prajapati,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,2,15_24,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,food,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,2___very_little,cash_for_work,,building_mater,,2___very_little,first_come__fi,,joint_families,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:ef6a0fad-d8c5-4955-80e7-67bfe3c1d05d,724292,ef6a0fad-d8c5-4955-80e7-67bfe3c1d05d,2015-09-29T09:35:35,469,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,3,40_54,male,Newar,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,first_come__fi,,joint_families,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:192585c4-3b57-47c7-ad35-e4f18c67a959,723447,192585c4-3b57-47c7-ad35-e4f18c67a959,2015-09-29T07:23:45,45,,-1,,
Umesh thapa,accountability,2015-09-21,,,,,,,Bhaktapur,Chhaling,1,40_54,male,Newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,4___mostly_yes,,,,,2___very_little,news_about_government_decision,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,food_aid,,1___not_at_all,first_come__fi,,based_on_dista,,5___completely_yes,2___not_very_m,1___not_at_all,,,,,,,uuid:07b193af-9a63-4f93-898c-9094540ec405,723348,07b193af-9a63-4f93-898c-9094540ec405,2015-09-29T07:01:31,229,,-1,,
umesh thapa,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,1,40_54,male,Newar,,government_ser,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,building_mater,,food_aid,,2___very_little,news_about_government_decision,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,food_aid,,1___not_at_all,first_come__fi,,based_on_dista,,4___mostly_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:7f21fa34-447e-4811-a4b1-88d5595403dc,723357,7f21fa34-447e-4811-a4b1-88d5595403dc,2015-09-29T07:04:31,234,,-1,,
umesh thapa,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,1,40_54,male,Newar,,farmer_laborer,,no_difficulty,,2___very_little,long_term_shelter__housing,,short_term_shelter__tent_shelt,,financial_support,,1___not_at_all,building_mater,,food_aid,,2___very_little,news_about_government_decision,,how_to_register_for_access_sup,,4___mostly_yes,,,,,2___very_little,first_come__fi,,based_on_dista,,4___mostly_yes,2___not_very_m,2___very_little,,,,,,,uuid:a851864b-36f6-463e-8a84-a8c1e385efd7,723367,a851864b-36f6-463e-8a84-a8c1e385efd7,2015-09-29T07:07:30,243,,-1,,
umesh thapa,accountability,2015-09-21,,,,,,,Bhaktapur,chhaling,1,40_54,male,Brahmin,,skilled_worker,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,first_come__fi,,based_on_dista,,4___mostly_yes,2___not_very_m,2___very_little,,,,,,,uuid:d1d3eea2-58bf-46ec-933a-d29149506c1e,723398,d1d3eea2-58bf-46ec-933a-d29149506c1e,2015-09-29T07:13:30,259,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,3,55_greater,male,Newar,,farmer_laborer,,yes__some_diff,,4___mostly_yes,,,,,,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,4___mostly_yes,,,,,5___completely_yes,,,,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:9b7a41c5-14a0-4109-9335-29fb955f097e,723420,9b7a41c5-14a0-4109-9335-29fb955f097e,2015-09-29T07:17:42,269,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,3,55_greater,male,Newar,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,1___not_at_all,first_come__fi,,only_if_damage,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:252e1b38-6058-41f2-ac37-adda6d796245,723434,252e1b38-6058-41f2-ac37-adda6d796245,2015-09-29T07:20:32,281,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,3,25_39,male,Newar,,ngo_worker_bus,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,housing_inspec,,food_aid,,4___mostly_yes,,,,,4___mostly_yes,,,,,2___very_little,first_come__fi,,only_if_damage,,2___very_little,2___not_very_m,1___not_at_all,,,,,,,uuid:796004c2-54b3-4216-aa2c-f0b909ddd3b2,723465,796004c2-54b3-4216-aa2c-f0b909ddd3b2,2015-09-29T07:29:57,307,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,4,55_greater,male,Brahmin,,farmer_laborer,,yes__some_diff,,4___mostly_yes,,,,,,,2___very_little,building_mater,,cash_for_work,,3___neutral,how_to_register_for_access_sup,,how_to_get_shelter_materials,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,3___neutral,1___not_at_all,3___neutral,,,,,,,uuid:330fa61d-83f9-4988-adab-5b516d87ed98,723476,330fa61d-83f9-4988-adab-5b516d87ed98,2015-09-29T07:32:58,316,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,4,40_54,male,Newar,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,toilets_sanitation,,1___not_at_all,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:b90117b4-d46c-4c46-af13-0babc133ce92,723503,b90117b4-d46c-4c46-af13-0babc133ce92,2015-09-29T07:39:17,338,,-1,,
umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,chhaling,4,15_24,male,Chhetri,,ngo_worker_bus,,no_difficulty,,4___mostly_yes,,,,,,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,4___mostly_yes,,,,,3___neutral,first_come__fi,,only_if_damage,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:f1707c73-a298-4ee9-b9a8-220a26a59dd1,723519,f1707c73-a298-4ee9-b9a8-220a26a59dd1,2015-09-29T07:41:26,344,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,5,25_39,female,Brahmin,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,financial_support,,4___mostly_yes,,,,,2___very_little,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,2___very_little,cash_for_work,,building_mater,,2___very_little,first_come__fi,,joint_families,,3___neutral,2___not_very_m,1___not_at_all,1___not_at_all,healthcare,,sanitary_produ,,,uuid:1146c75c-df0c-470f-a201-8376b9c863f5,723665,1146c75c-df0c-470f-a201-8376b9c863f5,2015-09-29T07:56:15,378,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,5,25_39,female,Newar,,ngo_worker_bus,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,healthcare,,toilets_sanitation,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,finding_missing_people,,2___very_little,cash_for_work,,building_mater,,2___very_little,first_come__fi,,joint_families,,2___very_little,2___not_very_m,1___not_at_all,1___not_at_all,clean_water,,healthcare,,,uuid:99419b50-a2bc-478a-a854-ca114ae4d1d9,723726,99419b50-a2bc-478a-a854-ca114ae4d1d9,2015-09-29T07:59:19,386,,-1,,
Umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,Jhaukhel,7,25_39,female,Newar,,ngo_worker_bus,,no_difficulty,,2___very_little,toilets_sanitation,,healthcare,,financial_support,,3___neutral,housing_inspec,,food_aid,,4___mostly_yes,,,,,2___very_little,housing_inspec,,food_aid,,2___very_little,first_come__fi,,joint_families,,3___neutral,1___not_at_all,1___not_at_all,2___very_little,toilets_sanitation,,healthcare,,,uuid:10dfda8c-4797-4768-a9fa-7c5dfdccac76,723213,10dfda8c-4797-4768-a9fa-7c5dfdccac76,2015-09-29T06:34:40,39,,-1,,
Umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,Jhaukhel,7,25_39,female,Newar,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,financial_support,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,2___very_little,first_come__fi,,only_if_damage,,3___neutral,2___not_very_m,1___not_at_all,4___mostly_yes,,,,,,uuid:526279c9-0402-4500-9666-6046a34eea3f,723188,526279c9-0402-4500-9666-6046a34eea3f,2015-09-29T06:30:25,160,,-1,,
Umesh thapa,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,6,15_24,female,Newar,,other,student,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,building_mater,,food_aid,,3___neutral,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,3___neutral,building_mater,,food_aid,,2___very_little,first_come__fi,,joint_families,,2___very_little,2___not_very_m,1___not_at_all,5___completely_yes,,,,,,uuid:d8e11de5-ac00-4b15-a90c-071d494a0b01,723278,d8e11de5-ac00-4b15-a90c-071d494a0b01,2015-09-29T06:47:02,192,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,6,15_24,male,Newar,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,4___mostly_yes,,,,,3___neutral,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,2___very_little,cash_for_work,,food_aid,,3___neutral,first_come__fi,,only_if_damage,,2___very_little,3___neutral,1___not_at_all,,,,,,,uuid:2813f78a-7f64-435f-bed0-ce1802081e4d,723249,2813f78a-7f64-435f-bed0-ce1802081e4d,2015-09-29T06:43:10,181,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,6,25_39,male,Newar,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,healthcare,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,building_mater,,cash_for_work,,4___mostly_yes,,,,,2___very_little,2___not_very_m,1___not_at_all,,,,,,,uuid:e60b48ad-cdde-4589-889c-e57f9b80fd18,723322,e60b48ad-cdde-4589-889c-e57f9b80fd18,2015-09-29T06:54:51,212,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,6,25_39,male,Chhetri,,ngo_worker_bus,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,cash_for_work,,building_mater,,2___very_little,how_to_register_for_access_sup,,finding_missing_people,,2___very_little,cash_for_work,,housing_inspec,,2___very_little,first_come__fi,,joint_families,,2___very_little,2___not_very_m,1___not_at_all,,,,,,,uuid:0976d1b9-f572-4945-a0b3-a6a2bff86b79,723332,0976d1b9-f572-4945-a0b3-a6a2bff86b79,2015-09-29T06:57:59,219,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,5,15_24,male,Newar,,farmer_laborer,,no_difficulty,,4___mostly_yes,,,,,,,2___very_little,cash_for_work,,food_aid,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,4___mostly_yes,,,,,2___very_little,first_come__fi,,joint_families,,3___neutral,2___not_very_m,2___very_little,,,,,,,uuid:af79a063-50cd-4cde-9224-0fd5b378bb5a,723594,af79a063-50cd-4cde-9224-0fd5b378bb5a,2015-09-29T07:47:05,349,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,jhaukhel,5,15_24,male,Chhetri,,farmer_laborer,,no_difficulty,,2___very_little,healthcare,,education,,long_term_shelter__housing,,2___very_little,building_mater,,food_aid,,2___very_little,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,2___very_little,building_mater,,food_aid,,2___very_little,first_come__fi,,joint_families,,3___neutral,2___not_very_m,1___not_at_all,,,,,,,uuid:e4de4b31-3313-4453-b858-9137e4641fa2,723613,e4de4b31-3313-4453-b858-9137e4641fa2,2015-09-29T07:50:17,360,,-1,,
Namin prajapati,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,5,40_54,male,Newar,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,food,,2___very_little,cash_for_work,,food_aid,,2___very_little,how_to_register_for_access_sup,,how_to_get_shelter_materials,,2___very_little,cash_for_work,,food_aid,,2___very_little,first_come__fi,,joint_families,,1___not_at_all,2___not_very_m,1___not_at_all,,,,,,,uuid:f792c8e3-7e8b-4449-a24d-ec1201e09f53,723639,f792c8e3-7e8b-4449-a24d-ec1201e09f53,2015-09-29T07:53:11,369,,-1,,
Umesh Thapa,accountability,2015-09-25,,,,,,,Bhaktapur,Jhaukhel,7,25_39,male,Chhetri,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,clean_water,,toilets_sanitation,,2___very_little,building_mater,,cash_for_work,,2___very_little,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,2___very_little,building_mater,,cash_for_work,,2___very_little,first_come__fi,,only_if_damage,,1___not_at_all,1___not_at_all,1___not_at_all,,,,,,,uuid:48f4ea8c-a3e8-4a5e-b220-febaea195102,723139,48f4ea8c-a3e8-4a5e-b220-febaea195102,2015-09-29T06:20:39,35,,-1,,
Umesh thapa,accountability,2015-09-25,,,,,,,Bhaktapur,Jhaukhel,7,25_39,male,Chhetri,,ngo_worker_bus,,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,financial_support,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,3___neutral,first_come__fi,,only_if_damage,,3___neutral,2___not_very_m,1___not_at_all,,,,,,,uuid:9742d273-a045-4a87-939a-bbc432dd60e7,723232,9742d273-a045-4a87-939a-bbc432dd60e7,2015-09-29T06:39:14,175,,-1,,
Umesh thapa,accountability,2015-09-22,,,,,,,Bhaktapur,Jhaukhel,6,15_24,male,Chhetri,,skilled_worker,,no_difficulty,,2___very_little,long_term_shelter__housing,,financial_support,,clean_water,,4___mostly_yes,,,,,2___very_little,news_about_government_decision,,how_to_register_for_access_sup,,1___not_at_all,building_mater,,food_aid,,1___not_at_all,first_come__fi,,based_on_dista,,5___completely_yes,1___not_at_all,1___not_at_all,,,,,,,uuid:185e467e-7681-440d-a1a2-27e3bf1c8ea5,723298,185e467e-7681-440d-a1a2-27e3bf1c8ea5,2015-09-29T06:51:11,200,,-1,,
Umesh Thapa,accountability,2015-09-25,,,,,,,Bhaktapur,Jhukhel,7,25_39,female,Newar,,other,Student,no_difficulty,,2___very_little,long_term_shelter__housing,,healthcare,,toilets_sanitation,,4___mostly_yes,,,,,3___neutral,how_to_get_shelter_materials,,how_to_get_healthcare_psycholo,,4___mostly_yes,,,,,2___very_little,first_come__fi,,only_if_damage,,1___not_at_all,2___not_very_m,1___not_at_all,4___mostly_yes,,,,,,uuid:0bb65a4f-acf4-4031-9718-e69c52c5d36c,723165,0bb65a4f-acf4-4031-9718-e69c52c5d36c,2015-09-29T06:26:39,154,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,7,25_39,female,Brahmin,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,1___not_at_all,building_mater,,cash_for_work,,4___mostly_yes,,,,,5___completely_yes,,,,,don_t_know,,,,,don_t_know,2___not_very_m,4___mostly_yes,5___completely_yes,,,,,,uuid:e2816ab9-5c1c-4304-8e43-3b0c0aae2d24,725268,e2816ab9-5c1c-4304-8e43-3b0c0aae2d24,2015-09-29T11:23:24,854,,-1,,
laxman pd bhattarai,accountability,2015-09-23,,,,,,,Bhaktapur,madhyapur,1,25_39,female,Brahmin,,ngo_worker_bus,,no_difficulty,,4___mostly_yes,,,,,,,5___completely_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,5___completely_yes,,,,,4___mostly_yes,4___mostly_yes,4___mostly_yes,5___completely_yes,,,,,,uuid:4d7173eb-1c55-4e5b-89a8-9dce88d6a8f3,724799,4d7173eb-1c55-4e5b-89a8-9dce88d6a8f3,2015-09-29T10:31:59,686,,-1,,
laxman pd bhattarai,accountability,2015-09-23,,,,,,,Bhaktapur,madhyapur,1,40_54,female,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,psychosocial_counseling,,financial_support,,5___completely_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,refused,1___not_at_all,4___mostly_yes,4___mostly_yes,,,,,,uuid:70ab53fc-df80-444a-be69-234378ab90b8,724808,70ab53fc-df80-444a-be69-234378ab90b8,2015-09-29T10:34:26,693,,-1,,
laxman pd bhattarai,accountability,2015-09-24,,,,,,,Bhaktapur,madhyapur,3,55_greater,female,Newar,,skilled_worker,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,psychosocial_counseling,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,don_t_know,1___not_at_all,4___mostly_yes,4___mostly_yes,,,,,,uuid:c0389f87-c483-48db-a087-7e8cd4802cc5,724872,c0389f87-c483-48db-a087-7e8cd4802cc5,2015-09-29T10:45:29,731,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,8,25_39,male,Newar,,farmer_laborer,,yes__some_diff,,2___very_little,housing_inspections,,short_term_shelter__tent_shelt,,financial_support,,1___not_at_all,building_mater,,food_aid,,1___not_at_all,news_about_government_decision,,how_to_get_shelter_materials,,don_t_know,,,,,4___mostly_yes,,,,,don_t_know,1___not_at_all,2___very_little,,,,,,,uuid:2f761b65-d627-4183-ae6c-fd76085d5bf0,725037,2f761b65-d627-4183-ae6c-fd76085d5bf0,2015-09-29T11:05:04,794,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,8,25_39,male,Newar,,farmer_laborer,,yes__some_diff,,1___not_at_all,long_term_shelter__housing,,financial_support,,housing_inspections,,2___very_little,cash_for_work,,food_aid,,1___not_at_all,how_to_register_for_access_sup,,how_to_get_healthcare_psycholo,,don_t_know,,,,,don_t_know,,,,,2___very_little,don_t_know,don_t_know,,,,,,,uuid:36f8ddc9-16e8-4b66-9239-3c7d134500ce,725057,36f8ddc9-16e8-4b66-9239-3c7d134500ce,2015-09-29T11:07:40,801,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,8,55_greater,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,healthcare,,don_t_know,,,,,1___not_at_all,how_to_get_shelter_materials,,how_to_replace_personal_docume,,1___not_at_all,cash_for_work,,food_aid,,don_t_know,,,,,don_t_know,don_t_know,refused,,,,,,,uuid:d7394d65-3669-4587-9ce7-25593dd50deb,725094,d7394d65-3669-4587-9ce7-25593dd50deb,2015-09-29T11:10:41,808,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,8,25_39,male,Newar,,farmer_laborer,,no_difficulty,,don_t_know,,,,,,,refused,,,,,4___mostly_yes,,,,,1___not_at_all,building_mater,,cash_for_work,,5___completely_yes,,,,,1___not_at_all,1___not_at_all,3___neutral,,,,,,,uuid:2b779fb9-3299-4bf1-b511-b3227b5ea7ec,725104,2b779fb9-3299-4bf1-b511-b3227b5ea7ec,2015-09-29T11:11:59,814,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,8,40_54,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,seeds_and_fertilizers,,don_t_know,,,,,2___very_little,news_about_government_decision,,how_to_get_shelter_materials,,2___very_little,housing_inspec,,building_mater,,don_t_know,,,,,don_t_know,don_t_know,2___very_little,,,,,,,uuid:e75599e0-9bfe-4b97-aa2f-6e08808ed022,725123,e75599e0-9bfe-4b97-aa2f-6e08808ed022,2015-09-29T11:14:42,823,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,7,25_39,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,seeds_and_fertilizers,,livelihoods,,4___mostly_yes,,,,,4___mostly_yes,,,,,3___neutral,food_aid,,building_mater,,4___mostly_yes,,,,,refused,1___not_at_all,4___mostly_yes,,,,,,,uuid:b46b2bd4-5058-4cfc-8344-7884062f73f4,725131,b46b2bd4-5058-4cfc-8344-7884062f73f4,2015-09-29T11:16:55,829,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,7,40_54,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,long_term_shelter__housing,,financial_support,,livelihoods,,2___very_little,building_mater,,cash_for_work,,don_t_know,,,,,2___very_little,housing_inspec,,cash_for_work,,4___mostly_yes,,,,,refused,2___not_very_m,4___mostly_yes,,,,,,,uuid:96c116de-240c-4ceb-992f-292d15d6e602,725146,96c116de-240c-4ceb-992f-292d15d6e602,2015-09-29T11:19:17,840,,-1,,
jagadish kunwar,accountability,2015-09-25,,,,,,,Bhaktapur,madhyapur,7,40_54,male,Newar,,farmer_laborer,,no_difficulty,,1___not_at_all,housing_inspections,,financial_support,,livelihoods,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,,,,,4___mostly_yes,2___not_very_m,4___mostly_yes,,,,,,,uuid:28fb9191-6da7-4b79-acf3-607515d5b173,725159,28fb9191-6da7-4b79-acf3-607515d5b173,2015-09-29T11:21:21,849,,-1,,
