Name_of_interviewer,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If_other_occupa,Do_you_have_any_health_problem,_1_Are_your_main_problems_bein,_1a_What_is_your_biggest_probl,_1a_If_other_what_is_your_bigge,_1b_What_is_your_second_biggest,_1b_If_other_what_is_your_secon,_1c_What_is_your_third_biggest_,_1c_If_other_what_is_your_third,_2_Satisfied_with_gov,_2a_Top_thing_gov,_2a_If_other_top_thing_gov,_2b_Second_thing_gov,_2b_If_other_second_thing_gov,_3_Do_you_have_information,_3a_Top_need_info,_3a_If_other_top_need_info,_3b_Second_need_info,_3b_If_other_second_need_info,_4_Satisfied_with_NGOs,_4a_Top_need_NGOs,_4a_If_other_top_need_NGOs,_4b_Second_need_NGOs,_4b_If_other_second_need_NGOs,_5_Is_support_fair,_5a_Top_reason_not_fair,_5a_If_other_top_reason_not_fai,_5b_Second_reason_not_fair,_5b_If_other_second_reason_not_,_6_Prepared_for_monsoon,_7_Have_been_heard,_8_Relief_effort_progress,_9_Main_problems_women,_9a_Top_problem_women,_9a_If_other_top_problem_women,_9b_Second_problem_women,_9b_If_other_second_problem_wom,start,end,meta/instanceID,_uuid,_submission_time,_tags,,,,,,,,,,,,,,,,_notes
namin prajapati,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,7,40_54,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,seeds_and_fert,n/a,refused,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,seeds_and_fert,n/a,refused,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,3___neutral,refused,n/a,n/a,n/a,n/a,2015-08-30T13:28:30.000+06:45,2015-08-30T13:31:04.000+06:45,uuid:19729cb7-aea2-479b-bf77-24a88eae3939,19729cb7-aea2-479b-bf77-24a88eae3939,2015-08-30T07:41:19,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,7,25_39,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,short_term_she,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:31:04.000+06:45,2015-08-30T13:36:45.000+06:45,uuid:0cf0eaf8-0853-4f03-bb7f-437c2014db7c,0cf0eaf8-0853-4f03-bb7f-437c2014db7c,2015-08-30T07:47:00,,,,,,,,,,,,,,,,,
namin prajapati,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,3,25_39,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:36:45.000+06:45,2015-08-30T13:39:01.000+06:45,uuid:85e3a1ad-a109-4f08-9375-fd15d9ca462c,85e3a1ad-a109-4f08-9375-fd15d9ca462c,2015-08-30T07:49:17,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,3,40_54,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,don_t_know,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:39:01.000+06:45,2015-08-30T13:41:09.000+06:45,uuid:f303aced-e0a6-447f-a172-e848562007a5,f303aced-e0a6-447f-a172-e848562007a5,2015-08-30T07:51:24,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,3,40_54,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,food_aid,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:41:09.000+06:45,2015-08-30T13:42:47.000+06:45,uuid:bcc09fe7-1146-4ce3-bc78-6aecb0d2ff5f,bcc09fe7-1146-4ce3-bc78-6aecb0d2ff5f,2015-08-30T07:53:02,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,3,55_greater,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,first_come__fi,n/a,based_on_dista,n/a,don_t_know,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-30T13:42:47.000+06:45,2015-08-30T13:45:21.000+06:45,uuid:199095bf-fdf1-427c-af9a-fceedeaaf8a2,199095bf-fdf1-427c-af9a-fceedeaaf8a2,2015-08-30T07:55:37,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,1,40_54,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:45:21.000+06:45,2015-08-30T13:47:00.000+06:45,uuid:d6fa4485-6508-4532-a6ce-e73c10c2f73b,d6fa4485-6508-4532-a6ce-e73c10c2f73b,2015-08-30T07:57:15,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,1,40_54,male,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,don_t_know,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:47:00.000+06:45,2015-08-30T13:49:23.000+06:45,uuid:a7942f37-0a29-4260-bf7a-537a19816b48,a7942f37-0a29-4260-bf7a-537a19816b48,2015-08-30T07:59:38,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,1,25_39,male,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,livelihoods,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:49:23.000+06:45,2015-08-30T13:51:57.000+06:45,uuid:f672bee8-5ece-432e-b976-d7222c274b7e,f672bee8-5ece-432e-b976-d7222c274b7e,2015-08-30T08:02:13,,,,,,,,,,,,,,,,,
namin prajapati,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,1,40_54,male,Chhetri,n/a,skilled_worker,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,long_term_shelter__housing,n/a,3___neutral,building_mater,n/a,food_aid,n/a,2___very_little,how_to_get_shelter_materials,n/a,finding_missing_people,n/a,2___very_little,building_mater,n/a,food_aid,n/a,2___very_little,based_on_dista,n/a,first_come__fi,n/a,2___very_little,3___neutral,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-30T13:51:57.000+06:45,2015-08-30T13:55:24.000+06:45,uuid:4bee12c4-a2d1-47b7-b6b9-1a65e4265068,4bee12c4-a2d1-47b7-b6b9-1a65e4265068,2015-08-30T08:05:39,,,,,,,,,,,,,,,,,
umesh thapa,accountability,27/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,1,don_t_know,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,short_term_she,n/a,long_term_shelter__housing,n/a,financial_support,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,2___very_little,2___not_very_m,1___not_at_all,refused,n/a,n/a,n/a,n/a,2015-08-30T13:55:24.000+06:45,2015-08-30T14:00:26.000+06:45,uuid:afd9a830-20d0-450e-9b9d-718a69a2d113,afd9a830-20d0-450e-9b9d-718a69a2d113,2015-08-30T08:10:42,,,,,,,,,,,,,,,,,
Namin Prajapati,accountability,26/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Chhaling,4,25_39,female,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,3___neutral,building_mater,n/a,food_aid,n/a,2___very_little,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,2___not_very_m,don_t_know,2___very_little,financial_support,n/a,toilets_sanitation,n/a,2015-08-30T13:52:25.000+06:45,2015-08-30T13:58:27.000+06:45,uuid:b1037f73-9768-45ed-802c-34d90bf0202c,b1037f73-9768-45ed-802c-34d90bf0202c,2015-08-30T08:11:57,,,,,,,,,,,,,,,,,
Namin Prajapati,accountability,26/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Chhaling,4,55_greater,male,Tamang,n/a,farmer_laborer,n/a,no_difficulty,refused,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,food_aid,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,2___very_little,building_mater,n/a,food_aid,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,1___not_at_all,don_t_know,don_t_know,n/a,n/a,n/a,n/a,n/a,2015-08-30T13:58:27.000+06:45,2015-08-30T14:01:49.000+06:45,uuid:8bea4d3d-377e-4e31-9e04-9dc6d260b584,8bea4d3d-377e-4e31-9e04-9dc6d260b584,2015-08-30T08:15:19,,,,,,,,,,,,,,,,,
Umesh Thapa,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Chhaling,3,25_39,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,food,n/a,1___not_at_all,other,nothing is going well,food_aid,n/a,2___very_little,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,refused,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,joint_families,n/a,4___mostly_yes,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:25:27.000+06:45,2015-08-31T10:32:47.000+06:45,uuid:d368a197-e9af-422d-9bf5-4f0221d0d3ef,d368a197-e9af-422d-9bf5-4f0221d0d3ef,2015-08-31T04:46:17,,,,,,,,,,,,,,,,,
umesh thapa,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,4,55_greater,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,livelihoods,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,first_come__fi,n/a,only_if_damage,n/a,5___completely_yes,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T10:37:54.000+06:45,2015-08-31T10:39:38.000+06:45,uuid:8d1c340f-735b-481d-83d2-8202614646ee,8d1c340f-735b-481d-83d2-8202614646ee,2015-08-31T04:49:52,,,,,,,,,,,,,,,,,
Namin Prajapati,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Chhaling,4,40_54,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,food,n/a,healthcare,n/a,2___very_little,building_mater,n/a,housing_inspec,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,2___very_little,food_aid,n/a,other,Bank loan,3___neutral,based_on_dista,n/a,first_come__fi,n/a,1___not_at_all,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:41:56.000+06:45,2015-08-31T10:44:29.000+06:45,uuid:43943197-5a66-4860-86ad-a7dc7d8daa11,43943197-5a66-4860-86ad-a7dc7d8daa11,2015-08-31T04:57:59,,,,,,,,,,,,,,,,,
namin prajapati,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,7,15_24,male,other,not mentioned,other,student,no_difficulty,2___very_little,education,n/a,long_term_shelter__housing,n/a,healthcare,n/a,5___completely_yes,n/a,n/a,n/a,n/a,3___neutral,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,2___very_little,food_aid,n/a,building_mater,n/a,3___neutral,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T10:49:04.000+06:45,2015-08-31T10:50:49.000+06:45,uuid:afec1632-9eb8-488a-8bd9-51a60b18a8b2,afec1632-9eb8-488a-8bd9-51a60b18a8b2,2015-08-31T05:01:03,,,,,,,,,,,,,,,,,
umesh thapa,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,7,55_greater,male,other,not mentioned,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_she,n/a,long_term_shelter__housing,n/a,financial_support,n/a,3___neutral,seeds_and_fert,n/a,building_mater,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,1___not_at_all,food_aid,n/a,housing_inspec,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,2___very_little,2___not_very_m,2___very_little,refused,n/a,n/a,n/a,n/a,2015-08-31T10:50:49.000+06:45,2015-08-31T10:52:28.000+06:45,uuid:f469639b-c66f-4729-9689-d73f8db16490,f469639b-c66f-4729-9689-d73f8db16490,2015-08-31T05:02:42,,,,,,,,,,,,,,,,,
Namin Prajapati,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Chhaling,7,55_greater,male,Newar,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,short_term_she,n/a,long_term_shelter__housing,n/a,financial_support,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,refused,n/a,n/a,n/a,n/a,2___very_little,based_on_dista,n/a,first_come__fi,n/a,2___very_little,3___neutral,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:48:34.000+06:45,2015-08-31T10:50:30.000+06:45,uuid:e0c4e4f3-e9af-4d67-97d7-4735fba3cde9,e0c4e4f3-e9af-4d67-97d7-4735fba3cde9,2015-08-31T05:04:01,,,,,,,,,,,,,,,,,
namin,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,chhaling,4,40_54,male,Dalit,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,seeds_and_fertilizers,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,2___very_little,only_if_damage,n/a,joint_families,n/a,2___very_little,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:28:27.000+06:45,2015-08-30T16:30:35.000+06:45,uuid:27f1f7ef-0d49-4f8f-aea0-4ebf8ff949c5,27f1f7ef-0d49-4f8f-aea0-4ebf8ff949c5,2015-08-30T10:41:49,,,,,,,,,,,,,,,,,
Sunayana Bhetwal,accountability,28/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Jhaukhel,5,40_54,female,Newar,n/a,other,Housewife,no_difficulty,2___very_little,long_term_shelter__housing,n/a,housing_inspections,n/a,livelihoods,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,2___very_little,2___very_little,long_term_shelter__housing,n/a,housing_inspections,n/a,2015-08-30T12:54:14.000+06:45,2015-08-30T12:57:57.000+06:45,uuid:2e477eb4-f580-44f7-8f0a-655e26b3cf10,2e477eb4-f580-44f7-8f0a-655e26b3cf10,2015-08-30T07:11:27,,,,,,,,,,,,,,,,,
Namin Prajapati,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,5,25_39,female,Newar,n/a,other,not mention,no_difficulty,2___very_little,long_term_shelter__housing,n/a,healthcare,n/a,food,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,3___neutral,building_mater,n/a,cash_for_work,n/a,3___neutral,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,3___neutral,2___very_little,3___neutral,clean_water,n/a,toilets_sanitation,n/a,2015-08-31T10:19:31.000+06:45,2015-08-31T10:25:27.000+06:45,uuid:6c134591-9534-45fd-9493-1c2b2b2fed3e,6c134591-9534-45fd-9493-1c2b2b2fed3e,2015-08-31T04:38:56,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,8,25_39,male,Brahmin,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,financial_support,n/a,healthcare,n/a,toilets_sanitation,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,how_to_register_for_access_sup,n/a,news_about_government_decision,n/a,refused,n/a,n/a,n/a,n/a,3___neutral,only_if_damage,n/a,first_come__fi,n/a,2___very_little,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:25:00.000+06:45,2015-08-30T16:28:27.000+06:45,uuid:8bac1ce4-80bc-4c5a-94d6-8795e5b7f1e8,8bac1ce4-80bc-4c5a-94d6-8795e5b7f1e8,2015-08-30T10:39:40,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,8,40_54,male,Newar,n/a,skilled_worker,n/a,no_difficulty,3___neutral,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,how_to_register_for_access_sup,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,only_if_damage,n/a,first_come__fi,n/a,5___completely_yes,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:20:30.000+06:45,2015-08-30T16:29:31.000+06:45,uuid:dd2c2556-e094-4450-a680-afc6277ac937,dd2c2556-e094-4450-a680-afc6277ac937,2015-08-30T10:40:24,,,,,,,,,,,,,,,,,
namin,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,8,40_54,male,Newar,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,food_aid,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,food_aid,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:30:36.000+06:45,2015-08-30T16:32:17.000+06:45,uuid:2b013977-e084-4610-ab25-51c34b1d34c6,2b013977-e084-4610-ab25-51c34b1d34c6,2015-08-30T10:43:29,,,,,,,,,,,,,,,,,
puja khadka,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,4,25_39,female,Chhetri,n/a,other,house wife,no_difficulty,2___very_little,toilets_sanitation,n/a,long_term_shelter__housing,n/a,financial_support,n/a,3___neutral,building_mater,n/a,seeds_and_fert,n/a,2___very_little,how_to_get_healthcare_psycholo,n/a,how_to_register_for_access_sup,n/a,refused,n/a,n/a,n/a,n/a,1___not_at_all,based_on_dista,n/a,first_come__fi,n/a,4___mostly_yes,2___not_very_m,1___not_at_all,2___very_little,toilets_sanitation,n/a,healthcare,n/a,2015-08-30T16:29:31.000+06:45,2015-08-30T16:34:43.000+06:45,uuid:44218ad4-2949-475b-a5ea-76f0de2d8688,44218ad4-2949-475b-a5ea-76f0de2d8688,2015-08-30T10:45:37,,,,,,,,,,,,,,,,,
namin,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,8,25_39,female,Chhetri,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,financial_support,n/a,healthcare,n/a,food,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,how_to_register_for_access_sup,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,3___neutral,based_on_dista,n/a,first_come__fi,n/a,refused,1___not_at_all,1___not_at_all,1___not_at_all,child_protecti,n/a,toilets_sanitation,n/a,2015-08-30T16:32:17.000+06:45,2015-08-30T16:34:58.000+06:45,uuid:5016e982-8e21-4374-8605-b59910d0bd51,5016e982-8e21-4374-8605-b59910d0bd51,2015-08-30T10:46:12,,,,,,,,,,,,,,,,,
umen,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,8,25_39,male,Newar,n/a,skilled_worker,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,housing_inspec,n/a,2___very_little,how_to_replace_personal_docume,n/a,how_to_register_for_access_sup,n/a,2___very_little,building_mater,n/a,housing_inspec,n/a,3___neutral,first_come__fi,n/a,based_on_dista,n/a,5___completely_yes,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:34:58.000+06:45,2015-08-30T16:37:16.000+06:45,uuid:251dc72b-ad0b-4181-8914-2b379fc695bd,251dc72b-ad0b-4181-8914-2b379fc695bd,2015-08-30T10:48:29,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,4,25_39,male,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,healthcare,n/a,housing_inspections,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,only_if_damage,n/a,because_people,n/a,1___not_at_all,3___neutral,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-30T16:34:43.000+06:45,2015-08-30T16:38:19.000+06:45,uuid:a6d30ba6-57dd-4685-95f3-c1218803eef9,a6d30ba6-57dd-4685-95f3-c1218803eef9,2015-08-30T10:49:13,,,,,,,,,,,,,,,,,
abc,accountability,30/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,jhaukhel,4,25_39,female,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,2___very_little,healthcare,n/a,food,n/a,financial_support,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,2___not_very_m,1___not_at_all,3___neutral,toilets_sanitation,n/a,healthcare,n/a,2015-08-30T16:38:19.000+06:45,2015-08-30T16:41:22.000+06:45,uuid:0c413569-03f4-4d2c-9db2-92156a82181e,0c413569-03f4-4d2c-9db2-92156a82181e,2015-08-30T10:52:17,,,,,,,,,,,,,,,,,
Umesh Thapa,accountability,31/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Jhaukhel,7,25_39,male,Newar,n/a,ngo_worker_bus,n/a,no_difficulty,3___neutral,healthcare,n/a,long_term_shelter__housing,n/a,food,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,2___very_little,building_mater,n/a,food_aid,n/a,1___not_at_all,only_if_damage,n/a,first_come__fi,n/a,4___mostly_yes,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:09:06.000+06:45,2015-08-31T10:15:21.000+06:45,uuid:eb734a09-4f28-49cb-952b-f411789ef6a5,eb734a09-4f28-49cb-952b-f411789ef6a5,2015-08-31T04:28:51,,,,,,,,,,,,,,,,,
Umesh Thapa,accountability,24/08/2015,n/a,n/a,n/a,n/a,n/a,Bhaktapur,Jhaukhel,7,40_54,male,Chhetri,n/a,ngo_worker_bus,n/a,no_difficulty,3___neutral,long_term_shelter__housing,n/a,food,n/a,healthcare,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,2___very_little,only_if_damage,n/a,joint_families,n/a,1___not_at_all,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-08-31T10:15:22.000+06:45,2015-08-31T10:17:33.000+06:45,uuid:8a761127-4240-4876-b99d-445e1f2ad23c,8a761127-4240-4876-b99d-445e1f2ad23c,2015-08-31T04:31:06,,,,,,,,,,,,,,,,,
