Name_of_enumerator_agency,Agency,Date,Record_Location,_Record_Location_latitude,_Record_Location_longitude,_Record_Location_altitude,_Record_Location_precision,District,VDC_Municipality,Ward_,Age,Gender,Caste_ethnicity,If__other__what_is_your_caste_,Occupation,If__other__what_is_your_occupa,Do_you_have_any_health_problem,Are_your_main_problems_being_a,What_is_your_biggest_problem,If__other__what_is_your_bigges,What_is_your_second_biggest_pr,If__other__what_is_your_second,What_is_your_third_biggest_pro,If__other__what_is_your_third_,Are_your_main_problems_being_a_001,What_is_the_top_thing_that_you,If__other__what_is_the_top_thi,What_is_the_second_most_import,If__other__what_is_the_second_,Are_your_main_problems_being_a_002,What_is_the_top_thing_that_you_001,If__other__what_is_the_top_thi_001,What_is_the_second_most_import_001,If__other__what_is_the_second__001,Are_your_main_problems_being_a_003,What_is_the_top_thing_that_you_002,If__other__what_is_the_top_thi_002,What_is_the_top_thing_that_you_003,If__other__what_is_the_second__002,Are_your_main_problems_being_a_004,What_is_the_top_reason_for_you,If__other__what_is_the_top_rea,What_is_the_top_reason_for_you_001,If_other_what_is_the_top_rea,Are_your_main_problems_being_a_005,Do_you_feel_you_have_been_hear,Are_your_main_problems_being_a_006,Are_your_main_problems_being_a_007,What_is_your_biggest_problem_001,If__other__what_is_the_biggest,What_is_your_biggest_problem_0,If__other__what_is_the_second__003,start,end,meta/instanceID,_uuid,_submission_time,_tags,_notes
Shlesh Adhikari,accountability,7/19/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,1,40_54,male,brahmin,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:51:39.000+06:45,2015-07-20T14:55:32.000+06:45,uuid:4261e90b-0126-478d-b7d4-12a5caee0539,4261e90b-0126-478d-b7d4-12a5caee0539,2015-07-20T09:11:20,,
Shlesh Adhikari,accountability,7/19/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,1,40_54,male,brahmin,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:55:32.000+06:45,2015-07-20T14:58:08.000+06:45,uuid:e4a2b370-06da-44c2-852a-63b67d9dfea6,e4a2b370-06da-44c2-852a-63b67d9dfea6,2015-07-20T09:13:55,,
Aatisa thapaliya,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Bode,1,don_t_know,female,newar,n/a,other,Housewife,no_difficulty,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_healthcare_psycholo,n/a,2___very_little,housing_inspec,n/a,cash_for_work,n/a,2___very_little,first_come__fi,n/a,based_on_caste,n/a,5___completely_yes,2___not_very_m,1___not_at_all,5___completely_yes,n/a,n/a,n/a,n/a,2015-07-20T13:19:39.000+06:45,2015-07-20T14:35:09.000+06:45,uuid:0f2b9d0e-6371-4a08-aee5-26f847b345fb,0f2b9d0e-6371-4a08-aee5-26f847b345fb,2015-07-20T09:13:58,,
Alisha thaplia,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Bode,1,40_54,male,newar,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,housing_inspections,n/a,long_term_shelter__housing,n/a,short_term_shelter__tent_shelt,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_polit,n/a,only_if_damage,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:42:10.000+06:45,2015-07-20T14:46:48.000+06:45,uuid:d014dc11-0a61-4d41-8028-225c34a01578,d014dc11-0a61-4d41-8028-225c34a01578,2015-07-20T09:14:00,,
Shlesh adhikari,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,7,40_54,male,brahmin,n/a,government_service__i_e__teach,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,5___completely,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:51:00.000+06:45,2015-07-20T14:55:10.000+06:45,uuid:950ccbf2-6413-4136-a39a-756337607a33,950ccbf2-6413-4136-a39a-756337607a33,2015-07-20T09:14:01,,
swesh adhikari,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,7,25_39,male,chhetri,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T14:55:00.000+06:45,2015-07-20T15:00:38.000+06:45,uuid:93f49bbe-ade2-4976-91f4-cc578dc2032a,93f49bbe-ade2-4976-91f4-cc578dc2032a,2015-07-20T09:15:01,,
sunayana bhetwal,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,kamalbinayak,4,55,male,newar,n/a,other,driver,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,seeds_and_fert,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T14:51:49.000+06:45,2015-07-20T15:00:28.000+06:45,uuid:3b4b43d5-9e06-4910-be4f-2e56cce647b0,3b4b43d5-9e06-4910-be4f-2e56cce647b0,2015-07-20T09:15:05,,
Aadit Siwakoti,accountability,7/19/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,5,40_54,female,brahmin,n/a,skilled_worker__i_e__carpenter,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,psychosocial_counseling,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,don_t_know,2___not_very_m,3___neutral,3___neutral,long_term_shelter__housing,n/a,healthcare,n/a,2015-07-20T14:58:08.000+06:45,2015-07-20T15:01:42.000+06:45,uuid:2a3642d6-90c6-4aa6-be0a-864cfb5461b2,2a3642d6-90c6-4aa6-be0a-864cfb5461b2,2015-07-20T09:17:28,,
awesh adhikari,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,7,40_54,female,tamang,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,based_on_caste,n/a,joint_families,n/a,4___mostly_yes,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T15:00:38.000+06:45,2015-07-20T15:04:01.000+06:45,uuid:1f6a9d3b-7716-400b-a044-6649ed6539d2,1f6a9d3b-7716-400b-a044-6649ed6539d2,2015-07-20T09:18:08,,
sunayana bhetwal,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,valache,5,40_54,female,newar,n/a,other,housewife,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,livelihoods,n/a,psychosocial_counseling,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,based_on_caste,n/a,based_on_polit,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,long_term_shelter__housing,n/a,livelihoods,n/a,2015-07-20T15:00:28.000+06:45,2015-07-20T15:05:32.000+06:45,uuid:badc8542-1774-42a9-89d4-182ac9314980,badc8542-1774-42a9-89d4-182ac9314980,2015-07-20T09:19:42,,
swesh adhikari,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,1,25_39,male,chhetri,n/a,government_service__i_e__teach,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,4___mostly_yes,5___completely_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:04:02.000+06:45,2015-07-20T15:07:16.000+06:45,uuid:5e041bdd-5258-48e8-9ced-0e5379badcb9,5e041bdd-5258-48e8-9ced-0e5379badcb9,2015-07-20T09:21:08,,
Aadit Siwakoti,accountability,7/19/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,5,25_39,male,brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,healthcare,n/a,housing_inspections,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,1___not_at_all,food_aid,n/a,building_mater,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,2___very_little,1___not_at_all,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:01:42.000+06:45,2015-07-20T15:06:06.000+06:45,uuid:8ae2f821-5ee1-483e-b828-f04d914f02c5,8ae2f821-5ee1-483e-b828-f04d914f02c5,2015-07-20T09:21:51,,
sunayana bhetwal,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,bhalache,4,40_54,male,newar,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,clean_water,n/a,livelihoods,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_register_for_access_sup,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:05:32.000+06:45,2015-07-20T15:09:18.000+06:45,uuid:569805ce-8466-4b9a-b949-f0cb3f1f48f4,569805ce-8466-4b9a-b949-f0cb3f1f48f4,2015-07-20T09:23:10,,
swesh adhikari,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,1,40_54,male,newar,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:07:16.000+06:45,2015-07-20T15:10:17.000+06:45,uuid:b99c23b9-8cc7-4ee4-b34a-8dbd875ec270,b99c23b9-8cc7-4ee4-b34a-8dbd875ec270,2015-07-20T09:23:56,,
Aadit Siwakoti,accountability,7/20/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,5,40_54,male,newar,n/a,farmer_laborer,n/a,no_difficulty,don_t_know,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,housing_inspec,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,joint_families,n/a,1___not_at_all,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:06:07.000+06:45,2015-07-20T15:09:44.000+06:45,uuid:65310efd-5487-4614-bdf3-5162d514172b,65310efd-5487-4614-bdf3-5162d514172b,2015-07-20T09:25:29,,
swesh adhikari,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,1,55,female,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,5___completely_yes,4___mostly_yes,4___mostly_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T15:10:17.000+06:45,2015-07-20T15:11:08.000+06:45,uuid:e26a7f6a-e11e-428d-bd4a-1df98e91db71,e26a7f6a-e11e-428d-bd4a-1df98e91db71,2015-07-20T09:26:41,,
Aadit siwakoti,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,2,25_39,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,3___neutral,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:06:42.000+06:45,2015-07-20T15:13:08.000+06:45,uuid:6e5db619-9335-4a6b-987d-0853614c7190,6e5db619-9335-4a6b-987d-0853614c7190,2015-07-20T09:28:15,,
Aadit Siwakoti,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,5,40_54,male,chhetri,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,healthcare,n/a,3___neutral,housing_inspec,n/a,food_aid,n/a,2___very_little,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_dista,n/a,4___mostly_yes,2___not_very_m,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:09:45.000+06:45,2015-07-20T15:13:15.000+06:45,uuid:8f61bdc6-a100-471f-8f5f-4bd0a56bb206,8f61bdc6-a100-471f-8f5f-4bd0a56bb206,2015-07-20T09:28:59,,
Alisha tapalia,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,bhalache,5,40_54,male,newar,n/a,other,business,no_difficulty,1___not_at_all,livelihoods,n/a,financial_support,n/a,long_term_shelter__housing,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,1___not_at_all,first_come__fi,n/a,based_on_dista,n/a,1___not_at_all,1___not_at_all,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:09:18.000+06:45,2015-07-20T15:13:34.000+06:45,uuid:0e0a975c-0780-4fbe-804b-896ff577a826,0e0a975c-0780-4fbe-804b-896ff577a826,2015-07-20T09:29:04,,
adit siwakoti,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,5,25_39,male,chhetri,n/a,skilled_worker__i_e__carpenter,n/a,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,healthcare,n/a,food,n/a,1___not_at_all,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,3___neutral,first_come__fi,n/a,based_on_dista,n/a,2___very_little,3___neutral,2___very_little,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:11:08.000+06:45,2015-07-20T15:15:38.000+06:45,uuid:7c6e63c8-7e94-45f6-9fc7-ea5a601c2113,7c6e63c8-7e94-45f6-9fc7-ea5a601c2113,2015-07-20T09:30:52,,
Sunayana bhetwal,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,kamalbinayak,4,55,male,newar,n/a,farmer_laborer,n/a,no_difficulty,1___not_at_all,long_term_shelter__housing,n/a,psychosocial_counseling,n/a,short_term_shelter__tent_shelt,n/a,5___completely_yes,n/a,n/a,n/a,n/a,2___very_little,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,5___completely_yes,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,1___not_at_all,5___completely,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:13:35.000+06:45,2015-07-20T15:17:40.000+06:45,uuid:c88978c6-ea63-41b5-918b-3c7d727dd50d,c88978c6-ea63-41b5-918b-3c7d727dd50d,2015-07-20T09:32:47,,
Aadit Siwakoti,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,2,40_54,male,brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,healthcare,n/a,livelihoods,n/a,3___neutral,building_mater,n/a,food_aid,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,don_t_know,2___not_very_m,3___neutral,2___very_little,education,n/a,psychosocial_counseling,n/a,2015-07-20T15:13:15.000+06:45,2015-07-20T15:18:10.000+06:45,uuid:3c3d91c1-0c30-45ab-8345-de4b34e7857e,3c3d91c1-0c30-45ab-8345-de4b34e7857e,2015-07-20T09:33:51,,
awesh adhikari,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,7,55,male,chhetri,n/a,other,kehi gardaina,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,5___completely,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:15:39.000+06:45,2015-07-20T15:20:09.000+06:45,uuid:8a620868-a569-4758-a55a-9e0f985c48e3,8a620868-a569-4758-a55a-9e0f985c48e3,2015-07-20T09:35:02,,
swesh adhikari,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,nagarkot,7,40_54,female,brahmin,n/a,ngo_worker_business,n/a,no_difficulty,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,5___completely,5___completely_yes,4___mostly_yes,n/a,n/a,n/a,n/a,2015-07-20T15:20:09.000+06:45,2015-07-20T15:22:46.000+06:45,uuid:359209c1-3edb-42cc-8fd9-bfabfd6c5613,359209c1-3edb-42cc-8fd9-bfabfd6c5613,2015-07-20T09:37:28,,
Alisha tapalia,accountability,7/15/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,kamalbinayak,4,25_39,female,newar,n/a,other,housewife,yes__some_diff,1___not_at_all,long_term_shelter__housing,n/a,toilets_sanitation,n/a,healthcare,n/a,1___not_at_all,food_aid,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_get_shelter_materials,n/a,don_t_know,n/a,n/a,n/a,n/a,1___not_at_all,only_if_damage,n/a,based_on_caste,n/a,1___not_at_all,1___not_at_all,1___not_at_all,1___not_at_all,short_term_shelter__tent_shelt,n/a,healthcare,n/a,2015-07-20T15:17:41.000+06:45,2015-07-20T15:23:05.000+06:45,uuid:8decf14d-5d5b-4591-8571-2faeffa7b342,8decf14d-5d5b-4591-8571-2faeffa7b342,2015-07-20T09:37:45,,
Aadit Siwakoti,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,2,40_54,male,tamang,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,short_term_shelter__tent_shelt,n/a,healthcare,n/a,food,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,2___very_little,based_on_polit,n/a,based_on_dista,n/a,don_t_know,2___not_very_m,2___very_little,2___very_little,financial_support,n/a,healthcare,n/a,2015-07-20T15:18:10.000+06:45,2015-07-20T15:23:17.000+06:45,uuid:931f1396-ac7c-4e7b-bfcd-a356e5191774,931f1396-ac7c-4e7b-bfcd-a356e5191774,2015-07-20T09:38:58,,
Aadit Siwakoti,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,2,40_54,female,newar,n/a,ngo_worker_business,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,building_mater,n/a,housing_inspec,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,don_t_know,don_t_know,2___very_little,2___very_little,short_term_shelter__tent_shelt,n/a,clean_water,n/a,2015-07-20T15:23:17.000+06:45,2015-07-20T15:29:01.000+06:45,uuid:5e6892c4-f90b-419a-8ee2-bec05500cf65,5e6892c4-f90b-419a-8ee2-bec05500cf65,2015-07-20T09:44:41,,
Aadit siwakoti,accountability,7/17/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Changunarayen,1,25_39,female,brahmin,n/a,farmer_laborer,n/a,no_difficulty,2___very_little,clean_water,n/a,financial_support,n/a,education,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,2___very_little,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,4___mostly_yes,3___neutral,education,n/a,toilets_sanitation,n/a,2015-07-20T15:13:09.000+06:45,2015-07-20T15:32:24.000+06:45,uuid:0a6c2315-0041-43d6-baac-316456dedf2a,0a6c2315-0041-43d6-baac-316456dedf2a,2015-07-20T09:47:31,,
Aadit Siwakoti,accountability,7/19/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Nagarkot,2,25_39,female,chhetri,n/a,farmer_laborer,n/a,yes__some_diff,2___very_little,financial_support,n/a,short_term_shelter__tent_shelt,n/a,livelihoods,n/a,1___not_at_all,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,n/a,n/a,n/a,n/a,2___very_little,first_come__fi,n/a,based_on_polit,n/a,4___mostly_yes,2___not_very_m,2___very_little,don_t_know,n/a,n/a,n/a,n/a,2015-07-20T15:29:01.000+06:45,2015-07-20T15:33:19.000+06:45,uuid:e69f9d6b-e49f-4dbe-b10d-370fb7d7de2c,e69f9d6b-e49f-4dbe-b10d-370fb7d7de2c,2015-07-20T09:48:58,,
Aadit Siwakoti,accountability,7/18/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Changunarayan,1,25_39,female,brahmin,n/a,farmer_laborer,n/a,yes__a_lot_of_,2___very_little,short_term_shelter__tent_shelt,n/a,financial_support,n/a,livelihoods,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,4___mostly_yes,don_t_know,2___very_little,1___not_at_all,clean_water,n/a,healthcare,n/a,2015-07-20T15:33:19.000+06:45,2015-07-20T15:37:53.000+06:45,uuid:155edda7-8f01-4c65-9cf3-78e1d4c7e277,155edda7-8f01-4c65-9cf3-78e1d4c7e277,2015-07-20T09:53:29,,
Aadit Siwakoti,accountability,7/16/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Changunarayan,4,40_54,male,brahmin,n/a,farmer_laborer,n/a,yes__some_diff,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,n/a,2___very_little,cash_for_work,n/a,building_mater,n/a,2___very_little,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,don_t_know,n/a,n/a,n/a,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,don_t_know,2___not_very_m,1___not_at_all,n/a,n/a,n/a,n/a,n/a,2015-07-20T15:37:54.000+06:45,2015-07-20T15:40:33.000+06:45,uuid:1b3423c5-1ad8-446f-965b-564ad1be9935,1b3423c5-1ad8-446f-965b-564ad1be9935,2015-07-20T09:56:09,,
Aadit Shiwakoti,accountability,7/21/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Jhaukhel VDC,1,40_54,female,brahmin,n/a,other,Housewife,yes__some_diff,2___very_little,short_term_shelter__tent_shelt,n/a,livelihoods,n/a,financial_support,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,1___not_at_all,news_about_government_decision,n/a,how_to_replace_personal_docume,n/a,2___very_little,building_mater,n/a,cash_for_work,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,2___not_very_m,1___not_at_all,2___very_little,long_term_shelter__housing,n/a,clean_water,n/a,2015-07-21T13:38:16.000+06:45,2015-07-21T13:47:14.000+06:45,uuid:0b1d767f-907b-4096-84e4-612a011792fc,0b1d767f-907b-4096-84e4-612a011792fc,2015-07-21T08:03:28,,
Aadit Shiwakoti,accountability,7/21/15,n/a,n/a,n/a,n/a,n/a,bhaktapur,Jhaukhel VDC,1,40_54,male,brahmin,n/a,government_service__i_e__teach,n/a,no_difficulty,2___very_little,long_term_shelter__housing,n/a,financial_support,n/a,psychosocial_counseling,n/a,4___mostly_yes,n/a,n/a,n/a,n/a,3___neutral,how_to_get_shelter_materials,n/a,news_about_government_decision,n/a,don_t_know,n/a,n/a,n/a,n/a,5___completely_yes,n/a,n/a,n/a,n/a,4___mostly_yes,2___not_very_m,4___mostly_yes,n/a,n/a,n/a,n/a,n/a,2015-07-21T13:47:14.000+06:45,2015-07-21T13:51:35.000+06:45,uuid:63726227-fbbf-447d-b23f-07c829bcf96d,63726227-fbbf-447d-b23f-07c829bcf96d,2015-07-21T08:07:48,,
